Faculty,1st Semester,2nd Semester,Average,Classification,Value
1947,2.2,3.4,2.8,Non-Performer,2
1948,2.3,1.7,2,Non-Performer,2
1949,3.9,3.4,3.65,Performer,1
1950,2.7,3.2,2.95,Non-Performer,2
1951,1.8,2.4,2.1,Non-Performer,2
1952,2.3,2.2,2.25,Non-Performer,2
1953,3.8,1.8,2.8,Non-Performer,2
1954,3.7,4.4,4.05,Performer,1
1955,3.1,2.4,2.75,Non-Performer,2
1956,1.2,4.9,3.05,Performer,1
1957,1.3,4.6,2.95,Non-Performer,2
1958,4.7,3.4,4.05,Performer,1
1959,2,3.3,2.65,Non-Performer,2
1960,4.7,2.6,3.65,Performer,1
1961,3.3,3.7,3.5,Performer,1
1962,2.3,4,3.15,Performer,1
1963,1.3,3,2.15,Non-Performer,2
1964,2.7,1.6,2.15,Non-Performer,2
1965,3.9,3.4,3.65,Performer,1
1966,2.1,3.4,2.75,Non-Performer,2
1967,2.2,1.9,2.05,Non-Performer,2
1968,3.2,3,3.1,Performer,1
1969,4.2,3.8,4,Performer,1
1970,4.4,4.2,4.3,Performer,1
1971,2.4,3.9,3.15,Performer,1
1972,2.8,3.9,3.35,Performer,1
1973,3.9,4.6,4.25,Performer,1
1974,2,4.4,3.2,Performer,1
1975,4,4.6,4.3,Performer,1
1976,1.6,4.4,3,Performer,1
1977,3.2,3.6,3.4,Performer,1
1978,2.8,2.4,2.6,Non-Performer,2
1979,1.8,1.5,1.65,Non-Performer,2
1980,2,3.4,2.7,Non-Performer,2
1981,3.9,3.8,3.85,Performer,1
1982,1.1,3.8,2.45,Non-Performer,2
1983,1.2,4.6,2.9,Non-Performer,2
1984,3.9,2,2.95,Non-Performer,2
1985,4,3.6,3.8,Performer,1
1986,4.2,3.8,4,Performer,1
1987,1.5,2.3,1.9,Non-Performer,2
1988,1.1,3.7,2.4,Non-Performer,2
1989,1.9,1.4,1.65,Non-Performer,2
1990,3.9,1.5,2.7,Non-Performer,2
1991,4.5,1.8,3.15,Performer,1
1992,1.9,2.7,2.3,Non-Performer,2
1993,2.6,1.3,1.95,Non-Performer,2
1994,3.1,1.8,2.45,Non-Performer,2
1995,3.8,3.9,3.85,Performer,1
1996,1.7,2.2,1.95,Non-Performer,2
1997,3.7,3.7,3.7,Performer,1
1998,2.5,2.2,2.35,Non-Performer,2
1999,1.3,4.2,2.75,Non-Performer,2
2000,2.7,3.7,3.2,Performer,1
2001,4.7,2.8,3.75,Performer,1
2002,3.1,1.3,2.2,Non-Performer,2
2003,4.7,1.5,3.1,Performer,1
2004,4,2.2,3.1,Performer,1
2005,3.7,1.7,2.7,Non-Performer,2
2006,1.5,4.9,3.2,Performer,1
2007,3.9,2,2.95,Non-Performer,2
2008,4.7,1.8,3.25,Performer,1
2009,3.1,3.5,3.3,Performer,1
2010,4.6,2,3.3,Performer,1
2011,1.9,2.1,2,Non-Performer,2
2012,3.5,1.4,2.45,Non-Performer,2
2013,4.7,2.9,3.8,Performer,1
2014,1.4,3.9,2.65,Non-Performer,2
2015,4,3.2,3.6,Performer,1
2016,4.1,2.1,3.1,Performer,1
2017,1.4,3.3,2.35,Non-Performer,2
2018,3.1,3,3.05,Performer,1
2019,2.7,4.2,3.45,Performer,1
2020,4.2,2.5,3.35,Performer,1
2021,3.8,3.8,3.8,Performer,1
2022,2.6,4.9,3.75,Performer,1
2023,3.7,2.3,3,Performer,1
2024,1.4,4,2.7,Non-Performer,2
2025,3.1,2.1,2.6,Non-Performer,2
2026,3,2.8,2.9,Non-Performer,2
2027,1.6,1.8,1.7,Non-Performer,2
2028,3.8,4.3,4.05,Performer,1
2029,2.4,1.2,1.8,Non-Performer,2
2030,3.4,2.5,2.95,Non-Performer,2
2031,4,2.8,3.4,Performer,1
2032,3.9,1.9,2.9,Non-Performer,2
2033,4,2.6,3.3,Performer,1
2034,1.4,4.6,3,Performer,1
2035,2.8,4,3.4,Performer,1
2036,2.1,4.3,3.2,Performer,1
2037,1.3,2.3,1.8,Non-Performer,2
2038,1.9,3.1,2.5,Non-Performer,2
2039,3.3,3.6,3.45,Performer,1
2040,2,3.3,2.65,Non-Performer,2
2041,3.2,4.2,3.7,Performer,1
2042,2.1,4.4,3.25,Performer,1
2043,2.2,3.5,2.85,Non-Performer,2
2044,1.9,2.4,2.15,Non-Performer,2
2045,2,2.7,2.35,Non-Performer,2
2046,2.6,4,3.3,Performer,1
2047,2.8,3.9,3.35,Performer,1
2048,3.5,1.9,2.7,Non-Performer,2
2049,2.8,3.3,3.05,Performer,1
2050,4,4.8,4.4,Performer,1
2051,1.3,2.6,1.95,Non-Performer,2
2052,3.5,1.6,2.55,Non-Performer,2
2053,1.6,1.5,1.55,Non-Performer,2
2054,3.1,2.1,2.6,Non-Performer,2
2055,4.7,1.7,3.2,Performer,1
2056,1.9,1.5,1.7,Non-Performer,2
2057,2.2,4.8,3.5,Performer,1
2058,3,2.1,2.55,Non-Performer,2
2059,4.7,1.8,3.25,Performer,1
2060,4.3,4.7,4.5,Performer,1
2061,1.4,2.9,2.15,Non-Performer,2
2062,1.4,2.2,1.8,Non-Performer,2
2063,3.2,3.3,3.25,Performer,1
2064,2.2,3.4,2.8,Non-Performer,2
2065,3.4,1.3,2.35,Non-Performer,2
2066,2.1,4.8,3.45,Performer,1
2067,2.3,2.1,2.2,Non-Performer,2
2068,4.7,2.7,3.7,Performer,1
2069,4.5,3.8,4.15,Performer,1
2070,2.4,2.7,2.55,Non-Performer,2
2071,2.6,2.5,2.55,Non-Performer,2
2072,2.9,2.3,2.6,Non-Performer,2
2073,2.5,2,2.25,Non-Performer,2
2074,3.3,2.1,2.7,Non-Performer,2
2075,4.6,2.6,3.6,Performer,1
2076,4.4,4.1,4.25,Performer,1
2077,3.3,2.6,2.95,Non-Performer,2
2078,3.2,4.5,3.85,Performer,1
2079,2.7,2.8,2.75,Non-Performer,2
2080,4.6,3.4,4,Performer,1
2081,3.6,4.8,4.2,Performer,1
2082,3.2,3.7,3.45,Performer,1
2083,3.3,2.6,2.95,Non-Performer,2
2084,3.9,3.8,3.85,Performer,1
2085,3.1,1.5,2.3,Non-Performer,2
2086,4.9,4.1,4.5,Performer,1
2087,3,2.7,2.85,Non-Performer,2
2088,4,3.8,3.9,Performer,1
2089,4.1,4.7,4.4,Performer,1
2090,2.8,2.9,2.85,Non-Performer,2
2091,3.4,4.2,3.8,Performer,1
2092,3.2,4.5,3.85,Performer,1
2093,3.6,1.5,2.55,Non-Performer,2
2094,2.7,4.5,3.6,Performer,1
2095,3.9,2.8,3.35,Performer,1
2096,2.2,2.3,2.25,Non-Performer,2
2097,4.1,2.8,3.45,Performer,1
2098,3.8,3.2,3.5,Performer,1
2099,4.9,1.7,3.3,Performer,1
2100,2.2,3,2.6,Non-Performer,2
2101,3.6,3.6,3.6,Performer,1
2102,2.5,1.6,2.05,Non-Performer,2
2103,2.2,4.5,3.35,Performer,1
2104,2,1.5,1.75,Non-Performer,2
2105,2,2.8,2.4,Non-Performer,2
2106,2.7,4.5,3.6,Performer,1
2107,3.6,2.5,3.05,Performer,1
2108,4.4,2.6,3.5,Performer,1
2109,2.2,3,2.6,Non-Performer,2
2110,1.4,2.8,2.1,Non-Performer,2
2111,2,3.5,2.75,Non-Performer,2
2112,1.6,4.2,2.9,Non-Performer,2
2113,1.3,1.3,1.3,Non-Performer,2
2114,3.8,3.9,3.85,Performer,1
2115,4.2,1.4,2.8,Non-Performer,2
2116,1.5,4.5,3,Performer,1
2117,3.6,1.8,2.7,Non-Performer,2
2118,3.3,1.5,2.4,Non-Performer,2
2119,3.3,4.6,3.95,Performer,1
2120,2.8,1.5,2.15,Non-Performer,2
2121,3.3,4.8,4.05,Performer,1
2122,2.9,2.6,2.75,Non-Performer,2
2123,3.8,1.8,2.8,Non-Performer,2
2124,1.2,1.3,1.25,Non-Performer,2
2125,2.3,2.4,2.35,Non-Performer,2
2126,4.8,3.2,4,Performer,1
2127,3.1,3.1,3.1,Performer,1
2128,3.3,1.9,2.6,Non-Performer,2
2129,3.1,4.4,3.75,Performer,1
2130,1.9,2.3,2.1,Non-Performer,2
2131,4.7,2.9,3.8,Performer,1
2132,1.5,1.3,1.4,Non-Performer,2
2133,4.5,4.4,4.45,Performer,1
2134,4.6,3.4,4,Performer,1
2135,3.6,1.5,2.55,Non-Performer,2
2136,3.4,2.4,2.9,Non-Performer,2
2137,3.7,4.1,3.9,Performer,1
2138,3.4,3.3,3.35,Performer,1
2139,3.1,2.2,2.65,Non-Performer,2
2140,3.9,3.4,3.65,Performer,1
2141,3.4,3.3,3.35,Performer,1
2142,4.1,1.8,2.95,Non-Performer,2
2143,2.9,4.6,3.75,Performer,1
2144,2.3,4.8,3.55,Performer,1
2145,2.3,1.7,2,Non-Performer,2
2146,2.8,3.1,2.95,Non-Performer,2
2147,3.6,2.1,2.85,Non-Performer,2
2148,4.7,2.1,3.4,Performer,1
2149,4.1,3.1,3.6,Performer,1
2150,2.9,1.6,2.25,Non-Performer,2
2151,4.7,3.9,4.3,Performer,1
2152,4.4,3,3.7,Performer,1
2153,1.5,2.5,2,Non-Performer,2
2154,1.5,3.5,2.5,Non-Performer,2
2155,2.3,4.6,3.45,Performer,1
2156,2.6,3.1,2.85,Non-Performer,2
2157,3.3,4,3.65,Performer,1
2158,3.1,1.7,2.4,Non-Performer,2
2159,3.2,2.4,2.8,Non-Performer,2
2160,1.5,2.3,1.9,Non-Performer,2
2161,2.6,4.3,3.45,Performer,1
2162,1.7,4.2,2.95,Non-Performer,2
2163,4.1,2.9,3.5,Performer,1
2164,3.9,4,3.95,Performer,1
2165,4.4,2.6,3.5,Performer,1
2166,2.9,4,3.45,Performer,1
2167,3,3.8,3.4,Performer,1
2168,4.3,3,3.65,Performer,1
2169,1.3,2.1,1.7,Non-Performer,2
2170,2.8,2.6,2.7,Non-Performer,2
2171,3.2,2.5,2.85,Non-Performer,2
2172,2.1,4.8,3.45,Performer,1
2173,2.7,4.4,3.55,Performer,1
2174,4.8,4.1,4.45,Performer,1
2175,4.5,1.9,3.2,Performer,1
2176,4.2,2,3.1,Performer,1
2177,4.7,1.9,3.3,Performer,1
2178,1.6,4.7,3.15,Performer,1
2179,4.6,1.6,3.1,Performer,1
2180,4.7,1.4,3.05,Performer,1
2181,3,1.3,2.15,Non-Performer,2
2182,2.4,1.7,2.05,Non-Performer,2
2183,2.1,4.8,3.45,Performer,1
2184,3.4,4.8,4.1,Performer,1
2185,1.2,2.5,1.85,Non-Performer,2
2186,4.7,4,4.35,Performer,1
2187,3.6,2.6,3.1,Performer,1
2188,2,4.5,3.25,Performer,1
2189,3.1,3.2,3.15,Performer,1
2190,1.5,3.5,2.5,Non-Performer,2
2191,3.5,2.4,2.95,Non-Performer,2
2192,4.5,3.7,4.1,Performer,1
2193,4.3,1.4,2.85,Non-Performer,2
2194,3.9,3.1,3.5,Performer,1
2195,3,2.9,2.95,Non-Performer,2
2196,3.9,3.7,3.8,Performer,1
2197,1.4,1.2,1.3,Non-Performer,2
2198,4.1,4.5,4.3,Performer,1
2199,3,4.8,3.9,Performer,1
2200,2.7,4.7,3.7,Performer,1
2201,2.6,4.4,3.5,Performer,1
2202,3.2,3.4,3.3,Performer,1
2203,3.7,4.7,4.2,Performer,1
2204,2.7,2.7,2.7,Non-Performer,2
2205,1.7,1.1,1.4,Non-Performer,2
2206,4.6,3.1,3.85,Performer,1
2207,2.2,3.9,3.05,Performer,1
2208,1.4,1.2,1.3,Non-Performer,2
2209,2.5,1.1,1.8,Non-Performer,2
2210,2.9,4.6,3.75,Performer,1
2211,3.9,3.4,3.65,Performer,1
2212,1.5,1.9,1.7,Non-Performer,2
2213,1.8,1.9,1.85,Non-Performer,2
2214,4.6,4.4,4.5,Performer,1
2215,2.5,4.1,3.3,Performer,1
2216,4.9,1.3,3.1,Performer,1
2217,4.7,1.5,3.1,Performer,1
2218,3.5,3,3.25,Performer,1
2219,2.4,2.5,2.45,Non-Performer,2
2220,1.2,2.1,1.65,Non-Performer,2
2221,3.6,3.5,3.55,Performer,1
2222,2,1.3,1.65,Non-Performer,2
2223,2.7,1.6,2.15,Non-Performer,2
2224,2.9,2.7,2.8,Non-Performer,2
2225,1.3,4.8,3.05,Performer,1
2226,3.3,4.7,4,Performer,1
2227,1.2,4.5,2.85,Non-Performer,2
2228,4.5,3,3.75,Performer,1
2229,3.5,2.6,3.05,Performer,1
2230,1.7,3.2,2.45,Non-Performer,2
2231,4.7,4.8,4.75,Performer,1
2232,2.3,2.7,2.5,Non-Performer,2
2233,4.9,1.1,3,Performer,1
2234,4.8,4.5,4.65,Performer,1
2235,1.8,1.6,1.7,Non-Performer,2
2236,1.5,3,2.25,Non-Performer,2
2237,4.6,2.3,3.45,Performer,1
2238,2,4,3,Performer,1
2239,4.8,3.6,4.2,Performer,1
2240,2.2,2,2.1,Non-Performer,2
2241,3.1,3.7,3.4,Performer,1
2242,4.3,1.5,2.9,Non-Performer,2
2243,2.8,3.5,3.15,Performer,1
2244,3,3.7,3.35,Performer,1
2245,2.1,3.5,2.8,Non-Performer,2
2246,4,4.6,4.3,Performer,1
2247,3.9,1.8,2.85,Non-Performer,2
2248,3.5,3.9,3.7,Performer,1
2249,1.3,1.1,1.2,Non-Performer,2
2250,3.1,1.1,2.1,Non-Performer,2
2251,1.4,4.9,3.15,Performer,1
2252,3.3,3.1,3.2,Performer,1
2253,2.3,1.3,1.8,Non-Performer,2
2254,4,1.6,2.8,Non-Performer,2
2255,1.2,3,2.1,Non-Performer,2
2256,1.7,3.3,2.5,Non-Performer,2
2257,2.3,3.3,2.8,Non-Performer,2
2258,1.8,4,2.9,Non-Performer,2
2259,4.3,3.4,3.85,Performer,1
2260,3.1,3.5,3.3,Performer,1
2261,1.8,2.4,2.1,Non-Performer,2
2262,1.2,2.4,1.8,Non-Performer,2
2263,3.3,1.2,2.25,Non-Performer,2
2264,3.4,4.5,3.95,Performer,1
2265,1.6,4.1,2.85,Non-Performer,2
2266,2.6,2.3,2.45,Non-Performer,2
2267,2.2,4.1,3.15,Performer,1
2268,3.5,2,2.75,Non-Performer,2
2269,2.7,2.9,2.8,Non-Performer,2
2270,4.6,2.7,3.65,Performer,1
2271,1.9,2.2,2.05,Non-Performer,2
2272,1.9,3.2,2.55,Non-Performer,2
2273,2.7,4.8,3.75,Performer,1
2274,3.5,4.3,3.9,Performer,1
2275,2.5,2.3,2.4,Non-Performer,2
2276,4.6,3.3,3.95,Performer,1
2277,3.1,2.2,2.65,Non-Performer,2
2278,1.4,2.7,2.05,Non-Performer,2
2279,2.2,3.9,3.05,Performer,1
2280,1.4,2.4,1.9,Non-Performer,2
2281,3.2,1.9,2.55,Non-Performer,2
2282,4.7,4.1,4.4,Performer,1
2283,3,2.1,2.55,Non-Performer,2
2284,3,3.5,3.25,Performer,1
2285,2,3.7,2.85,Non-Performer,2
2286,3,2.8,2.9,Non-Performer,2
2287,1.8,2.6,2.2,Non-Performer,2
2288,3.6,1.1,2.35,Non-Performer,2
2289,4.2,2.2,3.2,Performer,1
2290,1.2,1.6,1.4,Non-Performer,2
2291,4.7,2.4,3.55,Performer,1
2292,3,2,2.5,Non-Performer,2
2293,3.2,3.1,3.15,Performer,1
2294,2.7,4.2,3.45,Performer,1
2295,2,2.8,2.4,Non-Performer,2
2296,4.3,4.6,4.45,Performer,1
2297,3.4,4.5,3.95,Performer,1
2298,1.8,1.1,1.45,Non-Performer,2
2299,4.9,1.5,3.2,Performer,1
2300,1.7,4,2.85,Non-Performer,2
2301,1.9,3.7,2.8,Non-Performer,2
2302,1.5,2.1,1.8,Non-Performer,2
2303,2.4,3.5,2.95,Non-Performer,2
2304,1.3,4,2.65,Non-Performer,2
2305,4.2,4.1,4.15,Performer,1
2306,3.3,4.6,3.95,Performer,1
2307,4.3,4.6,4.45,Performer,1
2308,1.9,1.4,1.65,Non-Performer,2
2309,2.1,4.8,3.45,Performer,1
2310,4.4,1.8,3.1,Performer,1
2311,3.2,1.1,2.15,Non-Performer,2
2312,1.2,3.8,2.5,Non-Performer,2
2313,4.3,3.1,3.7,Performer,1
2314,2.3,3.7,3,Performer,1
2315,1.6,3.6,2.6,Non-Performer,2
2316,3.2,2.6,2.9,Non-Performer,2
2317,4.8,4.6,4.7,Performer,1
2318,4,4,4,Performer,1
2319,3.7,1.8,2.75,Non-Performer,2
2320,4.8,2.9,3.85,Performer,1
2321,3,4.7,3.85,Performer,1
2322,2.7,1.5,2.1,Non-Performer,2
2323,3.8,1.4,2.6,Non-Performer,2
2324,1.8,1.6,1.7,Non-Performer,2
2325,4.3,2.5,3.4,Performer,1
2326,3.2,3.4,3.3,Performer,1
2327,4.7,3.8,4.25,Performer,1
2328,1.5,1.6,1.55,Non-Performer,2
2329,1.7,3.3,2.5,Non-Performer,2
2330,4.2,4.7,4.45,Performer,1
2331,4.7,3.9,4.3,Performer,1
2332,1.9,3.2,2.55,Non-Performer,2
2333,3.7,2,2.85,Non-Performer,2
2334,4,1.3,2.65,Non-Performer,2
2335,4.4,4.4,4.4,Performer,1
2336,1.4,2.2,1.8,Non-Performer,2
2337,2.5,1.6,2.05,Non-Performer,2
2338,2.6,2.4,2.5,Non-Performer,2
2339,2.1,2.8,2.45,Non-Performer,2
2340,2.2,2.2,2.2,Non-Performer,2
2341,1.2,1.8,1.5,Non-Performer,2
2342,2.9,3,2.95,Non-Performer,2
2343,2.5,3.6,3.05,Performer,1
2344,2.5,3.4,2.95,Non-Performer,2
2345,2,3.7,2.85,Non-Performer,2
2346,4,3,3.5,Performer,1
2347,2,2.6,2.3,Non-Performer,2
2348,1.9,1.4,1.65,Non-Performer,2
2349,2.7,2.3,2.5,Non-Performer,2
2350,1.6,1.5,1.55,Non-Performer,2
2351,2.2,2.7,2.45,Non-Performer,2
2352,3.8,3.3,3.55,Performer,1
2353,3.8,1.3,2.55,Non-Performer,2
2354,1.7,2.6,2.15,Non-Performer,2
2355,4.8,4.2,4.5,Performer,1
2356,1.3,2.6,1.95,Non-Performer,2
2357,1.8,2.9,2.35,Non-Performer,2
2358,1.5,3.6,2.55,Non-Performer,2
2359,3.9,3.5,3.7,Performer,1
2360,2.2,3.7,2.95,Non-Performer,2
2361,2.1,1.1,1.6,Non-Performer,2
2362,4.3,3.7,4,Performer,1
2363,3.1,4.7,3.9,Performer,1
2364,3.1,3,3.05,Performer,1
2365,1.8,3.7,2.75,Non-Performer,2
2366,4.9,4,4.45,Performer,1
2367,4.5,1.3,2.9,Non-Performer,2
2368,2.7,2.2,2.45,Non-Performer,2
2369,1.5,2.3,1.9,Non-Performer,2
2370,2.3,4.6,3.45,Performer,1
2371,1.4,1.8,1.6,Non-Performer,2
2372,2.4,4.5,3.45,Performer,1
2373,2.9,2.2,2.55,Non-Performer,2
2374,4.3,2.4,3.35,Performer,1
2375,3.5,2,2.75,Non-Performer,2
2376,2,3.3,2.65,Non-Performer,2
2377,1.5,2,1.75,Non-Performer,2
2378,4,1.2,2.6,Non-Performer,2
2379,3.8,2.3,3.05,Performer,1
2380,3.5,2.4,2.95,Non-Performer,2
2381,2.2,1.3,1.75,Non-Performer,2
2382,1.3,3.2,2.25,Non-Performer,2
2383,1.8,2.1,1.95,Non-Performer,2
2384,2.7,1.6,2.15,Non-Performer,2
2385,3.6,3.3,3.45,Performer,1
2386,1.1,2.8,1.95,Non-Performer,2
2387,2.1,2.8,2.45,Non-Performer,2
2388,2,2,2,Non-Performer,2
2389,1.6,4.7,3.15,Performer,1
2390,4,2.8,3.4,Performer,1
2391,4.8,3.7,4.25,Performer,1
2392,3.5,3.3,3.4,Performer,1
2393,4.9,2.4,3.65,Performer,1
2394,2,4.1,3.05,Performer,1
2395,4.8,3.4,4.1,Performer,1
2396,3.7,2,2.85,Non-Performer,2
2397,2.8,3,2.9,Non-Performer,2
2398,3.2,1.6,2.4,Non-Performer,2
2399,2.6,3,2.8,Non-Performer,2
2400,1.4,4.2,2.8,Non-Performer,2
2401,2.4,4.8,3.6,Performer,1
2402,4.5,4.4,4.45,Performer,1
2403,3.2,1.7,2.45,Non-Performer,2
2404,2.3,4.4,3.35,Performer,1
2405,1.9,3,2.45,Non-Performer,2
2406,4,3.3,3.65,Performer,1
2407,2.9,2.4,2.65,Non-Performer,2
2408,2.3,4.1,3.2,Performer,1
2409,1.9,3.3,2.6,Non-Performer,2
2410,3.8,3.6,3.7,Performer,1
2411,2.9,2.6,2.75,Non-Performer,2
2412,2.6,3.8,3.2,Performer,1
2413,4.1,2.4,3.25,Performer,1
2414,2.5,4.6,3.55,Performer,1
2415,3,2.1,2.55,Non-Performer,2
2416,2.5,3.4,2.95,Non-Performer,2
2417,4.5,4.3,4.4,Performer,1
2418,1.6,4.7,3.15,Performer,1
2419,4.5,3,3.75,Performer,1
2420,1.6,1.6,1.6,Non-Performer,2
2421,2.5,4.8,3.65,Performer,1
2422,4.9,3,3.95,Performer,1
2423,4.1,2,3.05,Performer,1
2424,4.1,2.4,3.25,Performer,1
2425,3,1.6,2.3,Non-Performer,2
2426,2.2,2,2.1,Non-Performer,2
2427,3.5,2.9,3.2,Performer,1
2428,2,3,2.5,Non-Performer,2
2429,3.2,4.9,4.05,Performer,1
2430,1.3,1.1,1.2,Non-Performer,2
2431,4.6,4.3,4.45,Performer,1
2432,3.6,2.2,2.9,Non-Performer,2
2433,1.4,4.6,3,Performer,1
2434,4.4,3.4,3.9,Performer,1
2435,2.6,4.2,3.4,Performer,1
2436,1.1,1.2,1.15,Non-Performer,2
2437,3,1.4,2.2,Non-Performer,2
2438,2.7,2.7,2.7,Non-Performer,2
2439,4.7,2.8,3.75,Performer,1
2440,3.6,2.5,3.05,Performer,1
2441,1.2,3.6,2.4,Non-Performer,2
2442,3.1,3.7,3.4,Performer,1
2443,2.4,4.3,3.35,Performer,1
2444,1.8,1.4,1.6,Non-Performer,2
2445,3.7,4.4,4.05,Performer,1
2446,3.2,2.3,2.75,Non-Performer,2
2447,1.4,3.5,2.45,Non-Performer,2
2448,2.6,1.8,2.2,Non-Performer,2
2449,4.7,1.4,3.05,Performer,1
2450,1.4,4.8,3.1,Performer,1
2451,2.6,1.7,2.15,Non-Performer,2
2452,3.6,2.6,3.1,Performer,1
2453,1.2,2,1.6,Non-Performer,2
2454,2.7,3.4,3.05,Performer,1
2455,3.8,4.6,4.2,Performer,1
2456,4.9,1.1,3,Performer,1
2457,3.9,4,3.95,Performer,1
2458,2.7,1.9,2.3,Non-Performer,2
2459,3.6,1.4,2.5,Non-Performer,2
2460,4.4,4.1,4.25,Performer,1
2461,2.4,1.2,1.8,Non-Performer,2
2462,4.6,3.5,4.05,Performer,1
2463,2.9,2.2,2.55,Non-Performer,2
2464,1.6,2.7,2.15,Non-Performer,2
2465,4.4,3.7,4.05,Performer,1
2466,1.1,2.5,1.8,Non-Performer,2
2467,1.6,3,2.3,Non-Performer,2
2468,1.9,2.4,2.15,Non-Performer,2
2469,2.8,3.5,3.15,Performer,1
2470,3.6,2.5,3.05,Performer,1
2471,3.6,4.3,3.95,Performer,1
2472,1.2,3.3,2.25,Non-Performer,2
2473,4.9,3.8,4.35,Performer,1
2474,3.8,1.6,2.7,Non-Performer,2
2475,1.5,2.4,1.95,Non-Performer,2
2476,3.2,1.4,2.3,Non-Performer,2
2477,3.7,1.4,2.55,Non-Performer,2
2478,3.3,4.6,3.95,Performer,1
2479,3.5,4.8,4.15,Performer,1
2480,1.3,1.4,1.35,Non-Performer,2
2481,1.9,1.2,1.55,Non-Performer,2
2482,4.3,4,4.15,Performer,1
2483,3.8,1.9,2.85,Non-Performer,2
2484,1.8,1.5,1.65,Non-Performer,2
2485,2.8,1.3,2.05,Non-Performer,2
2486,2.3,4.1,3.2,Performer,1
2487,1.6,2.5,2.05,Non-Performer,2
2488,4.2,3,3.6,Performer,1
2489,4.7,3.4,4.05,Performer,1
2490,1.2,1.3,1.25,Non-Performer,2
2491,2.6,2.1,2.35,Non-Performer,2
2492,1.9,3.4,2.65,Non-Performer,2
2493,3.9,4.3,4.1,Performer,1
2494,1.5,4.7,3.1,Performer,1
2495,3.2,3.2,3.2,Performer,1
2496,3.7,4.6,4.15,Performer,1
2497,4.1,4.2,4.15,Performer,1
2498,1.1,2,1.55,Non-Performer,2
2499,2,1.1,1.55,Non-Performer,2
2500,4.9,3.2,4.05,Performer,1
2501,1.3,1.7,1.5,Non-Performer,2
2502,1.6,3.6,2.6,Non-Performer,2
2503,1.7,4.7,3.2,Performer,1
2504,2.3,1.8,2.05,Non-Performer,2
2505,1.3,1.4,1.35,Non-Performer,2
2506,3.4,3.8,3.6,Performer,1
2507,1.7,2.2,1.95,Non-Performer,2
2508,3.1,1.6,2.35,Non-Performer,2
2509,4.7,1.8,3.25,Performer,1
2510,2.8,2.2,2.5,Non-Performer,2
2511,4.7,4,4.35,Performer,1
2512,2.5,2,2.25,Non-Performer,2
2513,1.2,4.3,2.75,Non-Performer,2
2514,2.1,3,2.55,Non-Performer,2
2515,1.3,4,2.65,Non-Performer,2
2516,3.2,3.1,3.15,Performer,1
2517,2.7,4.6,3.65,Performer,1
2518,2.6,3.2,2.9,Non-Performer,2
2519,4.6,2.9,3.75,Performer,1
2520,1.9,1.4,1.65,Non-Performer,2
2521,1.5,4.8,3.15,Performer,1
2522,1.3,2.4,1.85,Non-Performer,2
2523,3,3.6,3.3,Performer,1
2524,1.7,4.2,2.95,Non-Performer,2
2525,2.5,2.3,2.4,Non-Performer,2
2526,2.1,2.4,2.25,Non-Performer,2
2527,4.1,1.9,3,Performer,1
2528,3.1,3.7,3.4,Performer,1
2529,2.6,3.8,3.2,Performer,1
2530,3.6,3.8,3.7,Performer,1
2531,3.3,1.2,2.25,Non-Performer,2
2532,1.9,4.2,3.05,Performer,1
2533,2.3,1.3,1.8,Non-Performer,2
2534,1.5,4.1,2.8,Non-Performer,2
2535,2.9,3.2,3.05,Performer,1
2536,3.5,3.1,3.3,Performer,1
2537,2.3,2.2,2.25,Non-Performer,2
2538,4.5,3.1,3.8,Performer,1
2539,2.5,4.2,3.35,Performer,1
2540,3.1,4.4,3.75,Performer,1
2541,2.9,2.1,2.5,Non-Performer,2
2542,2.1,3.7,2.9,Non-Performer,2
2543,4.5,2.9,3.7,Performer,1
2544,3.3,3.4,3.35,Performer,1
2545,3,2,2.5,Non-Performer,2
2546,4.3,4.3,4.3,Performer,1
2547,4.3,3,3.65,Performer,1
2548,1.3,4.7,3,Performer,1
2549,4.1,2.3,3.2,Performer,1
2550,1.8,2.5,2.15,Non-Performer,2
2551,1.5,4.3,2.9,Non-Performer,2
2552,2.2,2.8,2.5,Non-Performer,2
2553,3.5,3.3,3.4,Performer,1
2554,3.5,2.2,2.85,Non-Performer,2
2555,4.9,4.4,4.65,Performer,1
2556,3.2,3.5,3.35,Performer,1
2557,2.7,2.2,2.45,Non-Performer,2
2558,1.5,4.8,3.15,Performer,1
2559,3.3,2.5,2.9,Non-Performer,2
2560,4.4,4.7,4.55,Performer,1
2561,2.7,4.2,3.45,Performer,1
2562,2.6,4.9,3.75,Performer,1
2563,3.5,3.7,3.6,Performer,1
2564,1.5,1.5,1.5,Non-Performer,2
2565,1.3,1.7,1.5,Non-Performer,2
2566,3.3,4.7,4,Performer,1
2567,4.7,2.6,3.65,Performer,1
2568,3,4.4,3.7,Performer,1
2569,3.7,4.7,4.2,Performer,1
2570,2.5,1.3,1.9,Non-Performer,2
2571,3.4,2.8,3.1,Performer,1
2572,2,3.7,2.85,Non-Performer,2
2573,3.7,4.4,4.05,Performer,1
2574,3.6,3.9,3.75,Performer,1
2575,3.1,2.4,2.75,Non-Performer,2
2576,3,2.8,2.9,Non-Performer,2
2577,2.9,1.2,2.05,Non-Performer,2
2578,1.6,3,2.3,Non-Performer,2
2579,3.5,1.9,2.7,Non-Performer,2
